Resort Name,Continent,Country,State/Province,URL,Altitude,Easy,Intermediate ,Difficult,Funicular,Circulating ropeway/gondola lift,Chairlift,T-bar lift/platter/button lift ,Sunkid Moving Carpet,Adult,Youth,Child,Currency,Ski resort size ,"Slope offering, variety of runs ",Lifts and cable cars ,Snow reliability ,Slope preparation ,"Access, on-site parking ","Orientation (trail map, information boards, sign-postings) ",Cleanliness and hygiene ,Environmentally friendly ski operation ,Friendliness of staff ,"Mountain restaurants, ski huts, gastronomy ",Après-ski ,Accommodation offering directly at the slopes and lifts ,Families and children ,Beginners ,"Advanced skiers, freeriders ",Snow parks ,Cross-country skiing and trails ,Aerial tramway/reversible ropeway,Rope tow/beginner lift,People mover,Combined installation (gondola and chair),Cog railway,Helicopter for Heli-skiing,Snow caterpillars for Cat-skiing
glibanj-sjenica,Europe,Serbia,,http://www.skiresort.info/ski-resort/glibanj-sjenica/,0.0,,,,,,,,,0,0,0,-,,,,,,,,,,,,,,,,,,,,,,,,,
globus-ski-lublin,Europe,Poland,Lublin (Wojewodztwo lubelskie),http://www.skiresort.info/ski-resort/globus-ski-lublin/,210.0,0.4,0.0,0.0,,,,,,0,0,0,-,,,,,,,,,,,,,,,,,,,,,0.0,,,,
glodowka,Europe,Poland,Lesser Poland (Wojewodztwo malopolskie),http://www.skiresort.info/ski-resort/glodowka/,1120.0,0.6,0.4,0.0,,,,0.0,,0,0,0,-,1.3,1.3,1.5,,,,,,,,,,,,,,,,,,,,,,
glonn,Europe,Germany,Bavaria (Bayern),http://www.skiresort.info/ski-resort/glonn/,630.0,0.6,0.0,0.0,,,,,,11,0,9,European Euro,1.2,1.0,1.0,,,,,,,,,,,,,,,,,0.0,,,,,
gloucester-ski-snowboard-centre,Europe,United Kingdom,England,http://www.skiresort.info/ski-resort/gloucester-ski-snowboard-centre/,116.0,0.5,0.0,0.0,,,,0.0,,31,0,26,UK Pound,1.1,1.0,1.5,,,,,,,,,,,,,,,,,,,,,,
glungezer-tulfes,Europe,Austria,Tyrol (Tirol),http://www.skiresort.info/ski-resort/glungezer-tulfes/,2304.0,7.0,15.5,0.5,,,0.0,0.0,0.0,29.50,24,18,European Euro,2.0,4.0,2.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,2.0,2.0,3.0,3.0,3.0,4.0,3.0,,0.0,,,,,
goc,Europe,Serbia,,http://www.skiresort.info/ski-resort/goc/,920.0,0.3,1.4,0.0,,,0.0,,,0,0,0,-,1.3,1.3,2.8,,,,,,,,,,,,,,,,,0.0,,,,,
goderdzi-resort,Asia,Georgia,Adjara,http://www.skiresort.info/ski-resort/goderdzi-resort/,2364.0,0.2,4.8,2.3,,0.0,0.0,0.0,,25,0,15,Georgian Lari,2.0,2.2,4.7,,,,,,,,,,,,,,,,,,0.0,,,,
goellerlifts-gscheid-st-aegyd-am-neuwalde,Europe,Austria,Lower Austria (Niederosterreich),http://www.skiresort.info/ski-resort/goellerlifts-gscheid-st-aegyd-am-neuwalde/,1400.0,1.0,3.0,0.0,,,,,,23,0,13,European Euro,,,,,,,,,,,,,,,,,,,,,,,,,
goellsdorf-rottweil,Europe,Germany,Baden-Wurttemberg,http://www.skiresort.info/ski-resort/goellsdorf-rottweil/,615.0,0.2,0.0,0.0,,,,,,0,0,0,-,1.0,1.0,1.0,,,,,,,,,,,,,,,,,0.0,,,,,
goenzan,Asia,Japan,Honshu,http://www.skiresort.info/ski-resort/goenzan/,0.0,,,,,,,,,0,0,0,-,,,,,,,,,,,,,,,,,,,,,,,,,
goetschen-bischofswiesen,Europe,Germany,Bavaria (Bayern),http://www.skiresort.info/ski-resort/goetschen-bischofswiesen/,1307.0,2.9,1.8,4.0,,,0.0,0.0,,25,19,14.50,European Euro,1.9,2.2,2.7,,,,,,,,,,,,,,,,,,,,,,
goettersberg-tittling,Europe,Germany,Bavaria (Bayern),http://www.skiresort.info/ski-resort/goettersberg-tittling/,517.0,0.3,0.0,0.0,,,,,,0,0,0,-,1.1,1.0,1.0,,,,,,,,,,,,,,,,,0.0,,,,,
gohrersberg-kreuzthal,Europe,Germany,Bavaria (Bayern),http://www.skiresort.info/ski-resort/gohrersberg-kreuzthal/,964.0,2.0,0.0,0.0,,,,0.0,,18,0,15,European Euro,1.3,1.0,1.5,,,,,,,,,,,,,,,,,,,,,,
gojome-koiji,Asia,Japan,Honshu,http://www.skiresort.info/ski-resort/gojome-koiji/,0.0,,,,,,,,,0,0,0,-,,,,,,,,,,,,,,,,,,,,,,,,,
gokase-highlands,Asia,Japan,Kyushu,http://www.skiresort.info/ski-resort/gokase-highlands/,0.0,,,,,,,,,5000,0,3300,Japanese Yen,,,,,,,,,,,,,,,,,,,,,,,,,
gokazan-yubetsu,Asia,Japan,Hokkaido,http://www.skiresort.info/ski-resort/gokazan-yubetsu/,120.0,1.0,1.1,0.6,,,0.0,,,0,0,0,-,1.3,1.6,3.0,,,,,,,,,,,,,,,,,,,,,,
gokurakuzaka,Asia,Japan,Honshu,http://www.skiresort.info/ski-resort/gokurakuzaka/,0.0,,,,,,,,,0,0,0,-,,,,,,,,,,,,,,,,,,,,,,,,,
goldeck-spittal-an-der-drau,Europe,Austria,Carinthia (Karnten),http://www.skiresort.info/ski-resort/goldeck-spittal-an-der-drau/,2142.0,8.0,9.5,7.5,,0.0,0.0,0.0,0.0,41,33.50,20,European Euro,2.8,3.2,4.0,,,,,,,,,,,,,,,,0.0,,0.0,,,,
goldiwil-multenegg-heiligenschwendi,Europe,Switzerland,Espace Mittelland,http://www.skiresort.info/ski-resort/goldiwil-multenegg-heiligenschwendi/,1120.0,0.2,0.0,0.0,,,,,,5,0,5,Swiss Franc,1.0,1.0,1.0,,,,,,,,,,,,,,,,,0.0,,,,,
goldlauter-suhl,Europe,Germany,Thuringia (Thuringen),http://www.skiresort.info/ski-resort/goldlauter-suhl/,836.0,0.0,0.5,1.0,,,,0.0,,0,0,0,-,1.3,1.3,1.5,,,,,,,,,,,,,,,,,,,,,,
golebiewski-mikolajki,Europe,Poland,Warmian-Masuria (Wojewodztwo warminsko-mazurskie),http://www.skiresort.info/ski-resort/golebiewski-mikolajki/,155.0,0.7,0.0,0.0,,,0.0,,,0,0,0,-,1.2,1.0,3.0,,,,,,,,,,,,,,,,,,,,,,
golija-ivanjica,Europe,Serbia,,http://www.skiresort.info/ski-resort/golija-ivanjica/,1310.0,0.4,0.0,0.0,,,,0.0,,0,0,0,-,1.1,1.0,1.5,,,,,,,,,,,,,,,,,,,,,,
golija-novi-pazar,Europe,Serbia,,http://www.skiresort.info/ski-resort/golija-novi-pazar/,1744.0,2.0,0.0,0.0,,,,,,0,0,0,-,,,,,,,,,,,,,,,,,,,,,,,,,
golm,Europe,Austria,Vorarlberg,http://www.skiresort.info/ski-resort/golm/,2110.0,13.0,12.0,1.5,,0.0,0.0,0.0,0.0,47.50,0,27.50,European Euro,3.0,4.0,4.0,4.0,5.0,5.0,5.0,4.0,4.0,5.0,4.0,3.0,3.0,4.0,3.0,4.0,1.0,1.0,,0.0,,,,,
golsfjellet,Europe,Norway,Buskerud,http://www.skiresort.info/ski-resort/golsfjellet/,1117.0,1.0,2.0,1.0,,,,0.0,,310,0,250,Norwegian krone,1.5,1.9,1.5,,,,,,,,,,,,,,,,,,,,,,
golte,Europe,Slovenia,Savinjska,http://www.skiresort.info/ski-resort/golte/,1569.0,2.9,4.9,0.7,,,0.0,0.0,,30,26,17,European Euro,1.9,2.1,2.6,,,,,,,,,,,,,,,,0.0,,0.0,,,,
gora-czterech-wiatrow-maragowo,Europe,Poland,Warmian-Masuria (Wojewodztwo warminsko-mazurskie),http://www.skiresort.info/ski-resort/gora-czterech-wiatrow-maragowo/,167.0,,,,,,,,,0,0,0,-,,,,,,,,,,,,,,,,,,,,,,,,,
gora-ezhovaya-kirovgrad,Russia,Ural Federal District,Sverdlovsk,http://www.skiresort.info/ski-resort/gora-ezhovaya-kirovgrad/,525.0,,,,,,,,,0,0,0,-,,,,,,,,,,,,,,,,,,,,,,,,,
gora-kamiensk,Europe,Poland,Lodz (Wojewodztwo lodzkie),http://www.skiresort.info/ski-resort/gora-kamiensk/,330.0,0.6,0.6,0.0,,,0.0,0.0,,80,0,72,Polish zloty,1.3,1.3,2.6,,,,,,,,,,,,,,,,,,,,,,
gora-parkowa-krynica-zdroj,Europe,Poland,Lesser Poland (Wojewodztwo malopolskie),http://www.skiresort.info/ski-resort/gora-parkowa-krynica-zdroj/,732.0,0.2,0.0,0.0,0.0,,,,,0,0,0,-,1.0,1.0,2.5,,,,,,,,,,,,,,,,,,0.0,,,,
gora-zar-miedzybrodzie-zywieckie,Europe,Poland,Silesia (Wojewodztwo slaskie),http://www.skiresort.info/ski-resort/gora-zar-miedzybrodzie-zywieckie/,750.0,1.0,2.0,0.0,,,,,,79,0,63,Polish zloty,,,,,,,,,,,,,,,,,,,,,0.0,,,,
gore-mountain,North America,USA,New York,http://www.skiresort.info/ski-resort/gore-mountain/,1097.0,6.7,28.2,23.3,,0.0,0.0,0.0,,83,65,46,US Dollar,3.3,3.6,3.6,,,,,,,,,,,,,,,,,0.0,0.0,,,,
gorky-gorod,Russia,Southern Russia,Krasnodar,http://www.skiresort.info/ski-resort/gorky-gorod/,2300.0,7.5,20.0,2.5,,0.0,0.0,,,2450,1500,1500,Russian ruble,2.9,3.1,3.9,,,,,,,,,,,,,,,,,,,,,,
gorny,Europe,Poland,,http://www.skiresort.info/ski-resort/gorny/,0.0,,,,,,,,,0,0,0,-,,,,,,,,,,,,,,,,,,,,,,,,,
gorny-vozdukh,Russia,Far Eastern Federal District,Sakhalin,http://www.skiresort.info/ski-resort/gorny-vozdukh/,590.0,10.5,7.5,2.0,,0.0,0.0,0.0,,1600,0,1100,Russian ruble,2.4,2.7,4.5,,,,,,,,,,,,,,,,,,,0.0,,,
gorod-bishkek,Asia,Kyrgyzstan,,http://www.skiresort.info/ski-resort/gorod-bishkek/,0.0,,,,,,,,,0,0,0,-,,,,,,,,,,,,,,,,,,,,,,,,,
gosling-sports-park,Europe,United Kingdom,England,http://www.skiresort.info/ski-resort/gosling-sports-park/,95.0,0.2,0.0,0.0,,,,0.0,,0,0,0,-,1.0,1.0,1.5,,,,,,,,,,,,,,,,,,,,,,
gothics,North America,Canada,British Columbia,http://www.skiresort.info/ski-resort/gothics/,2800.0,,,,,,,,,0,0,0,-,,,,,,,,,,,,,,,,,,,,,,,,0.0,
goulier,Europe,France,Occitania,http://www.skiresort.info/ski-resort/goulier/,1807.0,4.0,2.0,0.0,,,,0.0,,18,0,15,European Euro,1.7,1.7,1.5,,,,,,,,,,,,,,,,,0.0,,,,,
gourette-eaux-bonnes,Europe,France,New Aquitaine (Nouvelle-Aquitaine),http://www.skiresort.info/ski-resort/gourette-eaux-bonnes/,2450.0,18.0,13.0,4.0,,0.0,0.0,0.0,,37.50,0,32,European Euro,3.0,3.3,3.9,,,,,,,,,,,,,,,,,,0.0,,,,
govedartsi,Europe,Bulgaria,Sofia,http://www.skiresort.info/ski-resort/govedartsi/,1680.0,0.0,1.6,0.0,,,,0.0,,0,0,0,-,1.3,1.0,1.5,,,,,,,,,,,,,,,,,,,,,,
graechen,Europe,Switzerland,Lemanic Region,http://www.skiresort.info/ski-resort/graechen/,2864.0,9.0,33.0,2.0,,0.0,0.0,0.0,0.0,56,45,33,Swiss Franc,3.0,4.0,3.0,4.0,5.0,2.0,3.0,4.0,3.0,4.0,3.0,3.0,3.0,5.0,3.0,2.0,3.0,2.0,,,,,,,
graeftaavallen,Europe,Sweden,Northern Sweden (Norrland),http://www.skiresort.info/ski-resort/graeftaavallen/,785.0,4.5,0.5,0.0,,,,,,340,0,280,Swedish krona,,,,,,,,,,,,,,,,,,,,,,,,,
grafenau,Europe,Germany,Bavaria (Bayern),http://www.skiresort.info/ski-resort/grafenau/,685.0,0.7,0.5,0.0,,,,0.0,,0,0,0,-,1.3,1.3,1.5,,,,,,,,,,,,,,,,,,,,,,
grainet-haidel,Europe,Germany,Bavaria (Bayern),http://www.skiresort.info/ski-resort/grainet-haidel/,776.0,0.0,0.8,0.0,,,,0.0,,13,0,12,European Euro,1.2,1.0,1.5,,,,,,,,,,,,,,,,,,,,,,
graix,Europe,France,Auvergne-Rhone-Alpes,http://www.skiresort.info/ski-resort/graix/,1200.0,2.0,0.0,0.0,,,,0.0,,0,0,0,-,1.3,1.0,1.3,,,,,,,,,,,,,,,,,0.0,,,,,
gramais,Europe,Austria,Tyrol (Tirol),http://www.skiresort.info/ski-resort/gramais/,1380.0,0.2,0.0,0.0,,,,,,0,0,0,-,,,,,,,,,,,,,,,,,,,,,,,,,
gran-sasso-campo-imperatore,Europe,Italy,Abruzzo,http://www.skiresort.info/ski-resort/gran-sasso-campo-imperatore/,2235.0,3.6,4.5,5.0,,,0.0,0.0,,22,0,0,European Euro,2.4,2.8,3.1,,,,,,,,,,,,,,,,0.0,,,,,,
granberget-leksand,Europe,Sweden,Central Sweden,http://www.skiresort.info/ski-resort/granberget-leksand/,405.0,4.0,1.0,0.0,,,,,,300,0,240,Swedish krona,,,,,,,,,,,,,,,,,,,,,,,,,
granby-ranch,North America,USA,Colorado,http://www.skiresort.info/ski-resort/granby-ranch/,2804.0,6.0,10.0,4.0,,,0.0,0.0,,74,0,44,US Dollar,2.4,2.7,3.5,,,,,,,,,,,,,,,,,,0.0,,,,
grand-ballon,Europe,France,Grand-Est,http://www.skiresort.info/ski-resort/grand-ballon/,1340.0,4.3,3.3,1.0,,,,0.0,,19.50,0,16.50,European Euro,1.9,2.2,1.5,,,,,,,,,,,,,,,,,0.0,,,,,
grand-geneva,North America,USA,Wisconsin,http://www.skiresort.info/ski-resort/grand-geneva/,304.0,1.2,0.4,0.2,,,,,,53,0,41,US Dollar,,,,,,,,,,,,,,,,,,,,,0.0,,,,
grand-sunpia-inawashiro,Asia,Japan,Honshu,http://www.skiresort.info/ski-resort/grand-sunpia-inawashiro/,1206.0,4.1,4.3,1.5,,0.0,0.0,,,4000,0,2200,Japanese Yen,2.0,2.3,3.6,,,,,,,,,,,,,,,,,,,,,,
grand-targhee,North America,USA,Wyoming,http://www.skiresort.info/ski-resort/grand-targhee/,3048.0,5.0,15.0,15.0,,,0.0,,,90,0,42,US Dollar,2.9,3.2,3.8,,,,,,,,,,,,,,,,,,0.0,,,,0.0
grand-tourmaletpic-du-midi-la-mongiebareges,Europe,France,Occitania,http://www.skiresort.info/ski-resort/grand-tourmaletpic-du-midi-la-mongiebareges/,2500.0,58.0,35.0,7.0,,,0.0,0.0,0.0,43,0,37.50,European Euro,4.0,4.0,4.0,4.0,4.0,3.0,3.0,4.0,3.0,4.0,3.0,3.0,4.0,4.0,5.0,4.0,3.0,1.0,0.0,0.0,0.0,,,,
grand-val-oberdoerferberg,Europe,Switzerland,Espace Mittelland,http://www.skiresort.info/ski-resort/grand-val-oberdoerferberg/,1254.0,2.0,0.0,1.0,,,,0.0,,0,0,0,-,1.5,1.5,1.5,,,,,,,,,,,,,,,,,,,,,,
grande-coulee,North America,Canada,Quebec,http://www.skiresort.info/ski-resort/grande-coulee/,0.0,,,,,,,,,0,0,0,-,,,,,,,,,,,,,,,,,,,,,,,,,
grandeco-snow-resort,Asia,Japan,Honshu,http://www.skiresort.info/ski-resort/grandeco-snow-resort/,1590.0,4.8,2.8,3.2,,0.0,0.0,,,4700,0,3500,Japanese Yen,2.1,2.5,3.5,,,,,,,,,,,,,,,,,,,,,,
grands-montets-argentiere-chamonix,Europe,France,Auvergne-Rhone-Alpes,http://www.skiresort.info/ski-resort/grands-montets-argentiere-chamonix/,3275.0,6.0,9.0,14.0,,0.0,0.0,,,63.50,0,54,European Euro,3.0,4.0,3.0,5.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,2.0,2.0,3.0,3.0,5.0,3.0,3.0,0.0,0.0,,,,,
grandvalira-pas-de-la-casagrau-roigsoldeuel-tartercanilloencamp,Europe,Andorra,,http://www.skiresort.info/ski-resort/grandvalira-pas-de-la-casagrau-roigsoldeuel-tartercanilloencamp/,2640.0,100.0,77.0,33.0,,0.0,0.0,0.0,0.0,49,45,34.50,European Euro,5.0,5.0,4.0,5.0,4.0,3.0,4.0,4.0,4.0,5.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,3.0,,0.0,0.0,,,0.0,
grani-backen-kauniainen,Europe,Finland,Southern Finland (Etela-Suomi),http://www.skiresort.info/ski-resort/grani-backen-kauniainen/,64.0,0.4,0.0,0.0,,,,0.0,,24,22,19,European Euro,1.1,1.0,1.4,,,,,,,,,,,,,,,,,0.0,,,,,
granite-gorge,North America,USA,New Hampshire,http://www.skiresort.info/ski-resort/granite-gorge/,404.0,3.0,2.0,1.0,,,0.0,,,49,0,42,US Dollar,1.7,2.0,2.9,,,,,,,,,,,,,,,,,0.0,0.0,,,,
granite-peak-at-rib-mountain-state-park,North America,USA,Wisconsin,http://www.skiresort.info/ski-resort/granite-peak-at-rib-mountain-state-park/,594.0,10.0,5.0,5.0,,,0.0,,0.0,80,0,60,US Dollar,2.4,2.8,3.4,,,,,,,,,,,,,,,,,0.0,,,,,
granlibakken,North America,USA,Western United States,http://www.skiresort.info/ski-resort/granlibakken/,2015.0,1.0,1.0,0.0,,,,0.0,,35,0,25,US Dollar,1.3,1.3,1.4,,,,,,,,,,,,,,,,,0.0,,,,,
grapa-litwinka-czarna-gora,Europe,Poland,Lesser Poland (Wojewodztwo malopolskie),http://www.skiresort.info/ski-resort/grapa-litwinka-czarna-gora/,891.0,1.5,0.4,0.0,,,0.0,0.0,,99,95,90,Polish zloty,1.3,1.3,3.8,,,,,,,,,,,,,,,,,0.0,,,,,
grasgehren-bolgengrat,Europe,Germany,Bavaria (Bayern),http://www.skiresort.info/ski-resort/grasgehren-bolgengrat/,1700.0,3.1,8.5,0.0,,,0.0,0.0,0.0,26,22.50,16,European Euro,2.1,2.1,2.3,,,,,,,,,,,,,,,,,0.0,,,,,
graukogel-bad-gastein,Europe,Austria,Salzburg (Salzburger Land),http://www.skiresort.info/ski-resort/graukogel-bad-gastein/,2007.0,3.5,6.4,2.0,,,0.0,0.0,,36,29,18.50,European Euro,2.2,2.5,2.8,,,,,,,,,,,,,,,,,,,,,,
great-bear-ski-area,North America,USA,South Dakota,http://www.skiresort.info/ski-resort/great-bear-ski-area/,470.0,1.5,2.0,1.0,,,,,,26,0,0,US Dollar,,,,,,,,,,,,,,,,,,,,,,,,,
great-divide,North America,USA,Montana,http://www.skiresort.info/ski-resort/great-divide/,2210.0,10.0,20.0,20.0,,,0.0,,,40,30,20,US Dollar,3.1,3.4,3.0,,,,,,,,,,,,,,,,,0.0,,,,,
great-northern-snow-cat-trout-lake,North America,Canada,British Columbia,http://www.skiresort.info/ski-resort/great-northern-snow-cat-trout-lake/,0.0,,,,,,,,,0,0,0,-,,,,,,,,,,,,,,,,,,,,,,,,,0.0
great-wall,Asia,China,Jilin,http://www.skiresort.info/ski-resort/great-wall/,0.0,,,,,,,,,0,0,0,-,,,,,,,,,,,,,,,,,,,,,,,,,
grebenzen-st-lambrecht,Europe,Austria,Styria (Steiermark),http://www.skiresort.info/ski-resort/grebenzen-st-lambrecht/,1870.0,2.9,9.0,0.3,,,0.0,0.0,,35,28,20,European Euro,2.0,3.0,2.0,3.0,4.0,3.0,3.0,4.0,4.0,3.0,4.0,3.0,2.0,3.0,4.0,1.0,1.0,3.0,,0.0,,,,,
greces,Europe,Romania,,http://www.skiresort.info/ski-resort/greces/,0.0,,,,,,,,,0,0,0,-,,,,,,,,,,,,,,,,,,,,,,,,,
greek-peak,North America,USA,New York,http://www.skiresort.info/ski-resort/greek-peak/,640.0,9.0,4.0,6.0,,,,,0.0,68,0,55,US Dollar,,,,,,,,,,,,,,,,,,,,,0.0,,,,
green-club,Asia,Japan,Honshu,http://www.skiresort.info/ski-resort/green-club/,0.0,,,,,,,,,0,0,0,-,,,,,,,,,,,,,,,,,,,,,,,,,
green-park-resort-kartepe,Asia,Turkey,Marmara Region (Marmara Bolgesi),http://www.skiresort.info/ski-resort/green-park-resort-kartepe/,1699.0,15.5,1.4,2.1,,0.0,0.0,0.0,,0,0,0,-,2.4,2.6,4.3,,,,,,,,,,,,,,,,,,,,,,
greenpia-onuma,Asia,Japan,Hokkaido,http://www.skiresort.info/ski-resort/greenpia-onuma/,442.0,2.5,1.5,1.0,,,,,,0,0,0,-,,,,,,,,,,,,,,,,,,,,,,,,,
greenpia-tsunan,Asia,Japan,Honshu,http://www.skiresort.info/ski-resort/greenpia-tsunan/,965.0,2.5,2.5,1.0,,,,,,3700,0,2000,Japanese Yen,,,,,,,,,,,,,,,,,,,,,,,,,
greifenstein,Europe,Germany,Hesse (Hessen),http://www.skiresort.info/ski-resort/greifenstein/,435.0,0.2,0.0,0.0,,,,,,0,0,0,-,1.0,1.0,1.0,,,,,,,,,,,,,,,,,0.0,,,,,
greising-deggendorf,Europe,Germany,Bavaria (Bayern),http://www.skiresort.info/ski-resort/greising-deggendorf/,870.0,0.5,0.0,0.0,,,,0.0,0.0,17,0,14,European Euro,1.0,1.0,1.0,2.0,3.0,4.0,1.0,3.0,4.0,3.0,2.0,1.0,2.0,3.0,3.0,1.0,2.0,3.0,,,,,,,
grenchenberg-grenchen,Europe,Switzerland,Espace Mittelland,http://www.skiresort.info/ski-resort/grenchenberg-grenchen/,1360.0,0.8,0.0,0.0,,,,0.0,,22,0,16,Swiss Franc,1.2,1.0,1.3,,,,,,,,,,,,,,,,,0.0,,,,,
greolieres-les-neiges,Europe,France,Provence-Alpes-Cote d'Azur,http://www.skiresort.info/ski-resort/greolieres-les-neiges/,1800.0,8.8,7.9,1.9,,,0.0,0.0,,24,0,17,European Euro,2.3,2.6,2.0,,,,,,,,,,,,,,,,,0.0,0.0,,,,
gresse-en-vercors,Europe,France,Auvergne-Rhone-Alpes,http://www.skiresort.info/ski-resort/gresse-en-vercors/,1751.0,8.0,7.0,5.0,,,0.0,0.0,0.0,20,17.80,17.80,European Euro,2.5,2.9,1.9,,,,,,,,,,,,,,,,,0.0,,,,,
gressoney-saint-jean-weissmatten,Europe,Italy,Aosta Valley (Valle d'Aosta),http://www.skiresort.info/ski-resort/gressoney-saint-jean-weissmatten/,2023.0,6.0,4.0,2.0,,,0.0,0.0,0.0,27,24,19,European Euro,2.2,2.5,4.0,,,,,,,,,,,,,,,,,,,,,0.0,
greuth-gerstetten,Europe,Germany,Baden-Wurttemberg,http://www.skiresort.info/ski-resort/greuth-gerstetten/,634.0,0.4,0.1,0.0,,,,0.0,,0,0,0,-,1.1,1.1,1.5,,,,,,,,,,,,,,,,,,,,,,
gries-laengenfeld,Europe,Austria,Tyrol (Tirol),http://www.skiresort.info/ski-resort/gries-laengenfeld/,1700.0,0.5,0.0,0.0,,,,0.0,,0,0,0,-,1.1,1.0,1.4,,,,,,,,,,,,,,,,,0.0,,,,,
grimentzzinal,Europe,Switzerland,Lemanic Region,http://www.skiresort.info/ski-resort/grimentzzinal/,2900.0,26.0,28.0,26.0,,0.0,0.0,0.0,,61,52,37,Swiss Franc,3.9,4.3,3.0,,,,,,,,,,,,,,,,0.0,,0.0,,,,
griminitzen-kirchbach,Europe,Austria,Carinthia (Karnten),http://www.skiresort.info/ski-resort/griminitzen-kirchbach/,460.0,1.0,0.0,0.0,,,,0.0,,9,0,7,European Euro,1.3,1.0,1.5,,,,,,,,,,,,,,,,,,,,,,
grimmialp,Europe,Switzerland,Espace Mittelland,http://www.skiresort.info/ski-resort/grimmialp/,1890.0,4.0,4.0,2.0,,,0.0,0.0,,39,37,26,Swiss Franc,2.1,2.4,2.7,,,,,,,,,,,,,,,,,,,,,,
groellerkopf-uebersaxen,Europe,Austria,Vorarlberg,http://www.skiresort.info/ski-resort/groellerkopf-uebersaxen/,1200.0,1.5,1.5,0.0,,,,0.0,,19,18,12,European Euro,1.5,1.5,1.4,,,,,,,,,,,,,,,,,0.0,,,,,
groevelfjaell,Europe,Sweden,Central Sweden,http://www.skiresort.info/ski-resort/groevelfjaell/,970.0,4.0,1.8,0.7,,,,,,235,0,195,Swedish krona,,,,,,,,,,,,,,,,,,,,,,,,,
gromadzyn-ustrzyki-dolne,Europe,Poland,Subcarpathian Voivodeship (Wojewodztwo podkarpackie),http://www.skiresort.info/ski-resort/gromadzyn-ustrzyki-dolne/,650.0,2.6,0.8,0.0,,,,,,90,0,0,Polish zloty,,,,,,,,,,,,,,,,,,,,,,,,,
grong,Europe,Norway,Nord-Trondelag,http://www.skiresort.info/ski-resort/grong/,710.0,3.5,5.5,1.0,,,,0.0,,390,0,290,Norwegian krone,2.0,2.3,1.5,,,,,,,,,,,,,,,,,,,,,,
grossarltaldorfgastein,Europe,Austria,Salzburg (Salzburger Land),http://www.skiresort.info/ski-resort/grossarltaldorfgastein/,2033.0,25.5,43.1,1.5,,0.0,0.0,0.0,,51.50,39,26,European Euro,4.0,4.0,5.0,4.0,5.0,4.0,4.0,4.0,3.0,3.0,5.0,4.0,4.0,5.0,4.0,4.0,4.0,3.0,,0.0,,,,,
grossbuechlberg-mitterteich,Europe,Germany,Bavaria (Bayern),http://www.skiresort.info/ski-resort/grossbuechlberg-mitterteich/,630.0,0.3,0.0,0.0,,,,,,0,0,0,-,,,,,,,,,,,,,,,,,,,,,,,,,
grosseckspeiereck-mauterndorfst-michael,Europe,Austria,Salzburg (Salzburger Land),http://www.skiresort.info/ski-resort/grosseckspeiereck-mauterndorfst-michael/,2400.0,26.0,17.0,7.0,,0.0,0.0,0.0,0.0,41,30,20.50,European Euro,3.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,3.0,4.0,4.0,3.0,2.0,5.0,4.0,3.0,1.0,4.0,,,,,,,
grosser-feldberg-oberreifenberg-schmitten,Europe,Germany,Hesse (Hessen),http://www.skiresort.info/ski-resort/grosser-feldberg-oberreifenberg-schmitten/,730.0,0.5,0.0,0.0,,,,,,0,0,0,-,1.1,1.0,1.0,,,,,,,,,,,,,,,,,0.0,,,,,
grosserlach,Europe,Germany,Baden-Wurttemberg,http://www.skiresort.info/ski-resort/grosserlach/,550.0,1.1,0.0,0.0,,,,,,18,0,10,European Euro,,,,,,,,,,,,,,,,,,,,,,,,,
grossglockner-heiligenblut,Europe,Austria,Carinthia (Karnten),http://www.skiresort.info/ski-resort/grossglockner-heiligenblut/,2989.0,20.0,34.0,1.0,,0.0,0.0,0.0,0.0,44,35,22,European Euro,3.0,4.0,3.0,5.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,5.0,2.0,3.0,0.0,0.0,,,,,
grossglockner-resort-kals-matrei,Europe,Austria,Tyrol (Tirol),http://www.skiresort.info/ski-resort/grossglockner-resort-kals-matrei/,2422.0,8.5,22.5,6.0,,0.0,0.0,0.0,0.0,46.50,24,24,European Euro,3.0,5.0,4.0,4.0,5.0,3.0,4.0,4.0,4.0,4.0,5.0,3.0,4.0,5.0,4.0,5.0,3.0,4.0,,,,,,,
grouse-mountain,North America,Canada,British Columbia,http://www.skiresort.info/ski-resort/grouse-mountain/,1250.0,5.2,14.4,13.4,,,0.0,,0.0,63,45,28,Canadian Dollar,2.0,3.0,4.0,5.0,4.0,5.0,4.0,4.0,5.0,4.0,3.0,2.0,1.0,3.0,3.0,3.0,5.0,1.0,0.0,,,,,,
grub-kaien,Europe,Switzerland,Eastern Switzerland,http://www.skiresort.info/ski-resort/grub-kaien/,1065.0,2.0,4.0,0.0,,,,0.0,,30,0,20,Swiss Franc,1.7,1.7,1.5,,,,,,,,,,,,,,,,,,,,,,
